Voltages,Currents
2.5330078124999997,0.0001904296875
2.5072265625,0.0001318359375
2.60712890625,0.00017578124999999997
2.51044921875,0.000234375
2.54267578125,0.00024902343749999995
2.4943359375,0.00045410156249999997
2.539453125,0.00024902343749999995
2.5813476562499997,8.789062499999998e-05
2.5491210937499997,0.00024902343749999995
2.5523437499999995,0.000234375
2.55234375,0.000263671875
2.55234375,0.000263671875
2.5652343749999997,0.000263671875
2.5523437499999995,0.0003076171875
2.5458984374999996,0.0003369140625
2.539453125,0.00035156249999999993
2.5684570312499995,0.0003076171875
2.5684570312499995,0.0003076171875
2.56201171875,0.00032226562499999996
2.56845703125,0.00032226562499999996
2.616796875,0.0001171875
2.5555664062499996,0.000380859375
2.5716796875,0.00035156249999999993
2.55234375,0.00041015625
2.57490234375,0.000380859375
2.539453125,0.00035156249999999993
2.5652343749999997,0.000380859375
2.5620117187499996,0.00045410156249999997
2.5813476562499997,0.00041015625
2.56845703125,0.000439453125
2.5877929687499996,0.00041015625
2.578125,0.000439453125
2.57490234375,0.0004980468749999999
2.5201171875,0.0005126953125
2.5813476562499997,0.00046875
2.57490234375,0.00046875
2.5813476562499997,0.000556640625
2.5877929687499996,0.00052734375
2.5845703125,0.0005126953125
2.5813476562499997,0.0005419921874999999
2.5781249999999996,0.000556640625
2.5942382812499996,0.00052734375
2.591015625,0.0005712890625
2.60068359375,0.000556640625
2.58779296875,0.000615234375
2.5845703125,0.0006298828125
2.57490234375,0.0006445312499999999
2.58134765625,0.0006445312499999999
2.5781249999999996,0.000673828125
2.5942382812499996,0.0006298828125
2.5974609374999997,0.0006591796875
2.6361328124999996,0.00045410156249999997
2.5974609375,0.0006445312499999999
2.60712890625,0.0006591796875
2.5974609374999997,0.0006884765625
2.60712890625,0.0006445312499999999
2.6039062499999996,0.0007031249999999999
2.5974609374999997,0.0007470703124999999
2.5877929687499996,0.0007763671874999999
2.53623046875,0.0007910156249999999
2.5942382812499996,0.0007763671874999999
2.60712890625,0.0007470703124999999
2.60712890625,0.0007763671874999999
2.59423828125,0.0007910156249999999
2.60068359375,0.0008056640625
2.5330078124999997,0.0008496093749999999
2.5974609374999997,0.0008349609375
2.5974609375,0.0008642578124999999
2.6167968749999995,0.0008203125
2.6103515624999996,0.0008496093749999999
2.6135742187499997,0.0008496093749999999
2.6135742187499997,0.00087890625
2.62001953125,0.0008642578124999999
2.6135742187499997,0.0008935546874999999
2.6200195312499996,0.0008935546874999999
2.60712890625,0.0009228515625
2.62001953125,0.0009082031249999999
2.616796875,0.0009228515625
2.6232421875,0.0009375
2.6232421875,0.0009521484375
2.60068359375,0.001025390625
2.6619140624999997,0.0007763671874999999
2.6103515625,0.0010107421875
2.6200195312499996,0.0009960937499999998
2.6135742187499997,0.0010693359375
2.6296874999999997,0.0009960937499999998
2.6200195312499996,0.0010400390625
2.61357421875,0.0010839843749999999
2.6232421875,0.0010839843749999999
2.62001953125,0.0010839843749999999
2.62001953125,0.0011279296875
2.62646484375,0.0010839843749999999
2.6232421875,0.0010986328125
2.66513671875,0.0009228515625
2.616796875,0.001171875
2.616796875,0.001171875
2.6264648437499996,0.001142578125
2.6264648437499996,0.001142578125
2.6232421875,0.0012158203124999999
2.6329101562499995,0.0011865234375
2.616796875,0.0012158203124999999
2.6296874999999997,0.0012011718749999998
2.6167968749999995,0.001259765625
2.63291015625,0.00123046875
2.63291015625,0.0012451171875
2.5684570312499995,0.001259765625
2.68125,0.0013037109375
2.6296875,0.0013037109375
2.5716796875,0.0013037109375
2.57490234375,0.0012451171875
2.63935546875,0.0013037109375
2.63291015625,0.0013623046874999998
2.6232421875,0.001376953125
2.616796875,0.001376953125
2.62646484375,0.0013916015625
2.6232421875,0.0013916015625
2.5813476562499997,0.0016552734374999998
2.6103515625,0.0014208984374999999
2.6296874999999997,0.001435546875
2.6876953125,0.0014208984374999999
2.6361328124999996,0.00146484375
2.6458007812499997,0.001435546875
2.62646484375,0.0014941406249999998
2.63935546875,0.0014794921875
2.65869140625,0.0013916015625
2.642578125,0.00146484375
2.642578125,0.0014941406249999998
2.6329101562499995,0.0015527343749999999
2.71025390625,0.00123046875
2.63935546875,0.0015380859375
2.6361328124999996,0.0015820312499999999
2.63291015625,0.001611328125
2.6458007812499997,0.0015820312499999999
2.642578125,0.0015966796875
2.65224609375,0.0015966796875
2.6361328124999996,0.0016552734374999998
2.5716796874999996,0.001611328125
2.642578125,0.001640625
2.65869140625,0.0016259765624999998
2.63935546875,0.0016992187499999998
2.642578125,0.0016845703125
2.63935546875,0.0017285156249999998
2.65224609375,0.001669921875
2.591015625,0.0019335937499999998
2.6296874999999997,0.0017578125
2.65546875,0.0017138671875
2.7102539062499997,0.0014941406249999998
2.6844726562499996,0.0015820312499999999
2.6490234375,0.0017578125
2.7166992187499996,0.0017578125
2.6619140625,0.0017431640625
2.6490234375,0.0017871093749999999
2.64580078125,0.0018164062499999999
2.6458007812499997,0.0018310546875
2.6522460937499996,0.0018310546875
2.63935546875,0.0018896484375
2.65869140625,0.0018603515624999998
2.65546875,0.001875
2.6586914062499996,0.001875
2.642578125,0.0019335937499999998
2.6522460937499996,0.0019775390625
2.65224609375,0.0019335937499999998
2.65224609375,0.001962890625
2.65546875,0.0019189453124999999
2.6135742187499997,0.0019482421874999999
2.6522460937499996,0.0019775390625
2.64580078125,0.001962890625
2.65224609375,0.0020361328125
2.63935546875,0.00205078125
2.64580078125,0.0020654296874999998
2.6490234374999995,0.0020654296874999998
2.65869140625,0.0020361328125
2.65869140625,0.0020361328125
2.68125,0.002021484375
2.65224609375,0.002080078125
2.668359375,0.0020361328125
2.6586914062499996,0.0020947265625
2.65546875,0.0021240234375
2.6619140624999997,0.0021240234375
2.6619140625,0.002109375
2.66513671875,0.0021240234375
2.65546875,0.002080078125
2.6651367187499995,0.002138671875
2.6683593749999996,0.0020947265625
2.6522460937499996,0.0021240234375
2.66513671875,0.002109375
2.65869140625,0.002109375
2.65546875,0.0021533203124999996
2.6522460937499996,0.0021240234375
2.67158203125,0.002080078125
2.66513671875,0.0020947265625
2.65869140625,0.0021240234375
2.65869140625,0.0021240234375
2.65869140625,0.002109375
2.66513671875,0.002109375
2.6683593749999996,0.002138671875
2.65546875,0.0021240234375
2.6490234375,0.0021533203124999996
2.65869140625,0.0021240234375
2.6619140625,0.002138671875
2.64580078125,0.002109375
2.67802734375,0.002109375
2.6748046875,0.002080078125
2.65869140625,0.0021240234375
2.65546875,0.002138671875
2.6748046875,0.002138671875
2.6619140624999997,0.0021240234375
2.65546875,0.002138671875
2.66513671875,0.002109375
2.65546875,0.002138671875
2.65546875,0.002138671875
2.66513671875,0.0021240234375
2.65546875,0.002138671875
2.66513671875,0.002109375
2.6490234375,0.0021679687499999998
2.65869140625,0.002109375
2.65224609375,0.002109375
2.6619140625,0.002109375
2.6619140624999997,0.0020947265625
2.6522460937499996,0.0021240234375
2.65546875,0.0021240234375
2.65224609375,0.0021533203124999996
2.65869140625,0.0021240234375
